timestamp,datetime,open,high,low,close,volume,created_at
1764838800000,2025-12-04 09:00:00,193.52,194.32,193.27,193.77,89640.6,2025-12-04 09:00:00
1764842400000,2025-12-04 10:00:00,193.77,194.21,193.31,193.65,65221.8,2025-12-04 10:00:00
1764846000000,2025-12-04 11:00:00,193.64,194.34,193.18,194.24,59986.4,2025-12-04 11:00:00
1764849600000,2025-12-04 12:00:00,194.25,195.37,192.83,193.16,106067.8,2025-12-04 12:00:00
1764853200000,2025-12-04 13:00:00,193.17,193.83,192.42,192.44,80626.4,2025-12-04 13:00:00
1764856800000,2025-12-04 14:00:00,192.44,193.78,192.21,192.59,101434.5,2025-12-04 14:00:00
1764860400000,2025-12-04 15:00:00,192.58,196.74,192.55,195.59,121942.7,2025-12-04 15:00:00
1764864000000,2025-12-04 16:00:00,195.58,195.94,193.62,193.92,115333.7,2025-12-04 16:00:00
1764867600000,2025-12-04 17:00:00,193.91,194.0,191.58,192.46,94618.1,2025-12-04 17:00:00
1764871200000,2025-12-04 18:00:00,192.46,193.23,191.12,191.49,65780.8,2025-12-04 18:00:00
1764874800000,2025-12-04 19:00:00,191.49,191.54,187.33,190.37,221701.1,2025-12-04 19:00:00
1764878400000,2025-12-04 20:00:00,190.37,191.95,189.66,191.53,62315.0,2025-12-04 20:00:00
1764882000000,2025-12-04 21:00:00,191.52,191.72,189.88,189.98,66359.4,2025-12-04 21:00:00
1764885600000,2025-12-04 22:00:00,189.98,191.75,189.98,191.08,78726.4,2025-12-04 22:00:00
1764889200000,2025-12-04 23:00:00,191.07,191.23,190.21,190.42,32955.9,2025-12-04 23:00:00
1764892800000,2025-12-05 00:00:00,190.42,191.62,190.1,190.6,52638.3,2025-12-05 00:00:00
1764896400000,2025-12-05 01:00:00,190.6,191.72,190.46,191.06,67674.8,2025-12-05 01:00:00
1764900000000,2025-12-05 02:00:00,191.07,192.85,190.76,192.59,85214.4,2025-12-05 02:00:00
1764903600000,2025-12-05 03:00:00,192.58,193.43,191.61,191.95,53148.8,2025-12-05 03:00:00
1764907200000,2025-12-05 04:00:00,191.96,192.22,190.07,190.93,110753.3,2025-12-05 04:00:00
1764910800000,2025-12-05 05:00:00,190.94,191.59,190.15,190.3,45145.2,2025-12-05 05:00:00
1764914400000,2025-12-05 06:00:00,190.3,191.32,190.3,191.08,46020.1,2025-12-05 06:00:00
1764918000000,2025-12-05 07:00:00,191.07,192.78,190.96,191.76,47284.5,2025-12-05 07:00:00
1764921600000,2025-12-05 08:00:00,191.77,191.77,190.02,190.99,59948.7,2025-12-05 08:00:00
1764925200000,2025-12-05 09:00:00,191.0,191.06,187.89,188.95,125691.1,2025-12-05 09:00:00
1764928800000,2025-12-05 10:00:00,188.94,190.68,188.81,190.17,101423.7,2025-12-05 10:00:00
1764932400000,2025-12-05 11:00:00,190.17,190.34,188.21,189.19,130157.1,2025-12-05 11:00:00
1764936000000,2025-12-05 12:00:00,189.2,189.38,188.28,188.58,81678.6,2025-12-05 12:00:00
1764939600000,2025-12-05 13:00:00,188.58,189.72,187.1,188.11,187959.6,2025-12-05 13:00:00
1764943200000,2025-12-05 14:00:00,188.11,189.33,187.37,188.34,127180.4,2025-12-05 14:00:00
1764946800000,2025-12-05 15:00:00,188.36,193.01,187.82,188.41,323555.7,2025-12-05 15:00:00
1764950400000,2025-12-05 16:00:00,188.43,188.59,181.94,183.93,482059.0,2025-12-05 16:00:00
1764954000000,2025-12-05 17:00:00,183.92,185.01,182.46,184.46,178273.2,2025-12-05 17:00:00
1764957600000,2025-12-05 18:00:00,184.45,186.21,182.24,182.34,182608.1,2025-12-05 18:00:00
1764961200000,2025-12-05 19:00:00,182.34,185.31,181.29,184.38,173002.9,2025-12-05 19:00:00
1764964800000,2025-12-05 20:00:00,184.38,185.0,182.99,183.24,56665.8,2025-12-05 20:00:00
1764968400000,2025-12-05 21:00:00,183.24,184.21,183.17,183.71,57378.5,2025-12-05 21:00:00
1764972000000,2025-12-05 22:00:00,183.71,184.66,182.87,184.21,37767.3,2025-12-05 22:00:00
1764975600000,2025-12-05 23:00:00,184.22,184.24,182.82,183.38,38897.2,2025-12-05 23:00:00
1764979200000,2025-12-06 00:00:00,183.38,183.5,182.11,183.35,53397.2,2025-12-06 00:00:00
1764982800000,2025-12-06 01:00:00,183.35,184.24,182.85,183.15,21813.7,2025-12-06 01:00:00
1764986400000,2025-12-06 02:00:00,183.15,183.89,182.52,183.87,19098.8,2025-12-06 02:00:00
1764990000000,2025-12-06 03:00:00,183.87,184.86,183.59,183.72,36453.5,2025-12-06 03:00:00
1764993600000,2025-12-06 04:00:00,183.73,184.28,182.81,184.19,25163.9,2025-12-06 04:00:00
1764997200000,2025-12-06 05:00:00,184.2,184.48,183.34,183.85,17928.5,2025-12-06 05:00:00
1765000800000,2025-12-06 06:00:00,183.85,185.09,183.64,184.1,22979.4,2025-12-06 06:00:00
1765004400000,2025-12-06 07:00:00,184.1,184.11,183.18,183.24,34838.1,2025-12-06 07:00:00
1765008000000,2025-12-06 08:00:00,183.25,184.03,182.04,182.17,68525.6,2025-12-06 08:00:00
1765011600000,2025-12-06 09:00:00,182.17,184.5,182.1,183.87,60254.0,2025-12-06 09:00:00
1765015200000,2025-12-06 10:00:00,183.87,184.06,182.43,182.8,40625.4,2025-12-06 10:00:00
1765018800000,2025-12-06 11:00:00,182.79,184.58,182.75,184.51,47649.9,2025-12-06 11:00:00
1765022400000,2025-12-06 12:00:00,184.51,185.17,183.91,184.14,40802.9,2025-12-06 12:00:00
1765026000000,2025-12-06 13:00:00,184.13,185.78,183.88,185.28,77728.9,2025-12-06 13:00:00
1765029600000,2025-12-06 14:00:00,185.3,187.88,184.85,187.33,143763.7,2025-12-06 14:00:00
1765033200000,2025-12-06 15:00:00,187.33,187.82,186.06,187.21,105663.5,2025-12-06 15:00:00
1765036800000,2025-12-06 16:00:00,187.21,191.43,187.15,189.76,182142.9,2025-12-06 16:00:00
